"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","ISSUE","URL","ABSTRACT","ISBN","AUTHOR.1","JOURNAL.1","NOTE.1","PAGES.1","TITLE.1","VOLUME.1","YEAR.1","DOI.1","ISSN.1","URL.1"
"426","ARTICLE","COVI2021427",NA,NA,"Marta Miarons, María Larrosa-García, Sonia García-García, Ibai Los-Arcos, Francesc Moreso, Cristina Berastegui, Lluís Castells, Santiago Pérez-Hoyos, Javier Varela, Alba Pau-Parra, Carlota Varón-Galcera, Carlos-Javier Parramon-Teixidó, Javier Martínez-Casanova, Laura Domènech, Patricia García-Ortega, Pablo Sánchez-Sancho, Carla Alonso-Martínez, Laura Gómez-Ganda, Maria Roch-Santed, Ariadna Gracia-Moya, José-Manuel Del-Rio-Gutiérrez, Alfredo Guillén-Del-Castillo, Carla Sans-Pola, Andrés Antón, Bruno Montoro, Maria-Queralt Gorgas-Torner",NA,NA,NA,NA,"NA",NA,NA,"Transplantation",NA,"1","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,939 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"138-150",NA,NA,NA,"COVID-19 in Solid Organ Transplantation: A Matched Retrospective Cohort Study and Evaluation of Immunosuppression Management",NA,"105","2021","10.1097/TP.0000000000003460","0041-1337","1","https://journals.lww.com/10.1097/TP.0000000000003460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","ARTICLE","Cumu2020428",NA,NA,"Juan J. Tarín, Eva Pascual, Santiago Pérez-Hoyos, Raúl Gómez, Miguel A. García-Pérez, Antonio Cano",NA,NA,NA,NA,"NA",NA,NA,"Journal of Assisted Reproduction and Genetics",NA,"1","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,412 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"141-148",NA,NA,NA,"Cumulative probabilities of live birth across multiple complete IVF/ICSI cycles: a call for attention",NA,"37","2020","10.1007/s10815-019-01608-5","1058-0468","1","http://link.springer.com/10.1007/s10815-019-01608-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","ARTICLE","Diag2021429",NA,NA,"M. Cubo� Abert, B. Díaz� Feijoo, M. Bradbury, N.� L. Rodríguez� Mías, M. Vera, S. Pérez� Hoyos, J.� J. Gómez� Cabeza, A. Gil� Moreno",NA,NA,NA,NA,"NA",NA,NA,"Ultrasound in Obstetrics & Gynecology",NA,"9","SGR2022: YES , PID: NO , HQ: 1 , IF: 7,299 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"469-475",NA,NA,NA,"Diagnostic performance of transvaginal ultrasound and magnetic resonance imaging for preoperative evaluation of low� grade endometrioid endometrial carcinoma: prospective comparative study",NA,"58","2021","10.1002/uog.23607","0960-7692","3","https://onlinelibrary.wiley.com/doi/10.1002/uog.23607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","ARTICLE","Earl2022430",NA,NA,"Adrián Sánchez-Montalvá, Júlia Sellarés-Nadal, Juan Espinosa-Pereiro, Nuria Fernández-Hidalgo, Santiago Pérez-Hoyos, Fernando Salvador, Xavier Dur� , Marta Miarons, Andrés Antón, Simeón Eremiev-Eremiev, Abiu Sempere-González, Arnau Monforte-Pallarés, Pau Bosch-Nicolau, Salvador Augustin, Júlia Sampol, Alfredo Guillén-del-Castillo, Benito Almirante",NA,NA,NA,NA,"NA",NA,NA,"Medicina Clínica",NA,"6","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"509-518",NA,NA,NA,"Early outcomes in adults hospitalized with severe SARS-CoV-2 infection receiving tocilizumab",NA,"158","2022","10.1016/j.medcli.2021.06.012","00257753","11","https://linkinghub.elsevier.com/retrieve/pii/S0025775321003602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","ARTICLE","Earl2022431",NA,NA,"Gonzalo Hernandez, Francisco Javier Ramos, José Manuel Añon, Ramón Ortiz, Laura Colinas, Joan Ramón Masclans, Candelaria De Haro, Alfonso Ortega, Oscar Peñuelas, María del Mar Cruz-Delgado, Alfonso Canabal, Oriol Plans, Concepción Vaquero, Gemma Rialp, Federico Gordo, Amanda Lesmes, María Martinez, Juan Carlos Figueira, Alejandro Gomez-Carranza, Rocio Corrales, Andrea Castellvi, Beatriz Castiñeiras, Fernando Frutos-Vivar, Jorge Prada, Raul De Pablo, Antonio Naharro, Juan Carlos Montejo, Claudia Diaz, Alfonso Santos-Peral, Rebeca Padilla, Judith Marin-Corral, Carmen Rodriguez-Solis, Juan Antonio Sanchez-Giralt, Jorge Jimenez, Rafael Cuena, Santiago Perez-Hoyos, Oriol Roca",NA,NA,NA,NA,"NA",NA,NA,"Chest",NA,"1","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob:  ,  ,",NA,NA,"121-129",NA,NA,NA,"Early Tracheostomy for Managing ICU Capacity During the COVID-19 Outbreak",NA,"161","2022","10.1016/j.chest.2021.06.015","00123692","1","https://linkinghub.elsevier.com/retrieve/pii/S0012369221011259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","ARTICLE","Effe2019432",NA,NA,"Sara Lodi, Andrew Phillips, Jens Lundgren, Roger Logan, Shweta Sharma, Stephen R Cole, Abdel Babiker, Matthew Law, Haitao Chu, Dana Byrne, Andrzej Horban, Jonathan A C Sterne, Kholoud Porter, Caroline Sabin, Dominique Costagliola, Sophie Abgrall, John Gill, Giota Touloumi, Antonio G Pacheco, Ard van Sighem, Peter Reiss, Heiner C Bucher, Alexandra Montoliu Giménez, Inmaculada Jarrin, Linda Wittkop, Laurence Meyer, Santiago Perez-Hoyos, Amy Justice, James D Neaton, Miguel A Hernán",NA,NA,NA,NA,"NA",NA,NA,"American Journal of Epidemiology",NA,"8","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,526 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1569-1577",NA,NA,NA,"Effect Estimates in Randomized Trials and Observational Studies: Comparing Apples With Apples",NA,"188","2019","10.1093/aje/kwz100","0002-9262","8","https://academic.oup.com/aje/article/188/8/1569/5486454","<p>Effect estimates from randomized trials and observational studies might not be directly comparable because of differences in study design, other than randomization, and in data analysis. We propose a 3-step procedure to facilitate meaningful comparisons of effect estimates from randomized trials and observational studies: 1) harmonization of the study protocols (eligibility criteria, treatment strategies, outcome, start and end of follow-up, causal contrast) so that the studies target the same causal effect, 2) harmonization of the data analysis to estimate the causal effect, and 3) sensitivity analyses to investigate the impact of discrepancies that could not be accounted for in the harmonization process. To illustrate our approach, we compared estimates of the effect of immediate with deferred initiation of antiretroviral therapy in individuals positive for the human immunodeficiency virus from the Strategic Timing of Antiretroviral Therapy (START) randomized trial and the observational HIV-CAUSAL Collaboration.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","ARTICLE","Eval2020433",NA,NA,"Jakob Weitzer, Angelina Gonzalez-Viana, Santiago Pérez-Hoyos, Ermengol Coma, Leonardo Mendez, Mariona Violan, Maica Rubinat, Carmen Cabezas, Divina Farreny, Daniel Lara, Alba Pardo, Albert Navarrete, Alfons Sancho, Carles Mundet, Anna Cristina Osanz, Maria Dolors Coll, Josep Maria Oliva, Francesc Casadesús, Teresa Hernandez, Belén Escalada Quirós, Estrella Lalueza, Paulina Viñas, Griselda Esquerra, Maria Ferré, Maria dels Angels Rallo, Antonia Castillo, Francesc Güell, Remei Juncadella, Maria Salut Martinez, Tania Rodriguez, Xavier Sintes, Mireia Rodriguez, Blanca Muntané",NA,NA,NA,NA,"NA",NA,NA,"European Journal of Public Health",NA,"12","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,367 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1084-1090",NA,NA,NA,"Evaluation of the Catalan Physical Activity, Sports and Health Plan: a nested case-control study",NA,"30","2020","10.1093/eurpub/ckaa090","1101-1262","6","https://academic.oup.com/eurpub/article/30/6/1084/5864486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","ARTICLE","Five2018434",NA,NA,"José Salazar-Fraile, Ermengol Sempere-Verdú, Santiago Pérez-Hoyos, Rafael Tabarés-Seisdedos, Manuel Gómez-Beneyto",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Psychiatry",NA,"9","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,161 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Five Interpersonal Factors Are Predictive of the Response to Treatment of Major Depression With Antidepressants in Primary Care",NA,"9","2018","10.3389/fpsyt.2018.00416","1664-0640",NA,"https://www.frontiersin.org/article/10.3389/fpsyt.2018.00416/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","ARTICLE","Foll2018435",NA,NA,"Carlota Rodó, Tamara Illescas, Silvia Arévalo, Santiago Pérez-Hoyos, Elena Carreras",NA,NA,NA,NA,"NA",NA,NA,"European Journal of Obstetrics & Gynecology and Reproductive Biology",NA,"6","SGR2022: YES , PID: NO , HQ: 3 , IF: 2,024 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"22-25",NA,NA,NA,"Follow-up of fetuses with congenital diaphragmatic hernia: The quantitative lung index",NA,"225","2018","10.1016/j.ejogrb.2018.03.036","03012115",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0301211518301349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","ARTICLE","High2017436",NA,NA,"A Judd, R Lodwick, A Noguera-Julian, DM Gibb, K Butler, D Costagliola, C Sabin, A van Sighem, B Ledergerber, C Torti, A Mocroft, D Podzamczer, M Dorrucci, S De Wit, N Obel, F Dabis, A Cozzi-Lepri, F García, NH Brockmeyer, J Warszawski, MI Gonzalez-Tome, C Mussini, G Touloumi, R Zangerle, J Ghosn, A Castagna, G Fätkenheuer, C Stephan, L Meyer, MA Campbell, G Chene, A Phillips",NA,NA,NA,NA,"NA",NA,NA,"HIV Medicine",NA,"3","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,932 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"171-180",NA,NA,NA,"Higher rates of triple-class virological failure in perinatally HIV-infected teenagers compared with heterosexually infected young adults in Europe",NA,"18","2017","10.1111/hiv.12411","14642662","3","https://onlinelibrary.wiley.com/doi/10.1111/hiv.12411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","ARTICLE","HIVi2018437",NA,NA,"P Soodla, R Simmons, K Huik, M Pauskar, E-L Jõgeda, H Rajasaar, E Kallaste, M Maimets, R Avi, G Murphy, K Porter, I Lutsar",NA,NA,NA,NA,"NA",NA,NA,"HIV Medicine",NA,"1","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,734 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"33-41",NA,NA,NA,"HIV incidence in the Estonian population in 2013 determined using the HIV-1 limiting antigen avidity assay",NA,"19","2018","10.1111/hiv.12535","14642662","1","https://onlinelibrary.wiley.com/doi/10.1111/hiv.12535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","ARTICLE","HOMA2021438",NA,NA,"Betina Biagetti, Anna Aulinas, Anna Casteras, Santiago Pérez-Hoyos, Rafael Simó",NA,NA,NA,NA,"NA",NA,NA,"Pituitary",NA,"4","SGR2022: YES , PID: NO , HQ: 2 , IF: 4,107 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"146-158",NA,NA,NA,"HOMA-IR in acromegaly: a systematic review and meta-analysis",NA,"24","2021","10.1007/s11102-020-01092-6","1386-341X","2","http://link.springer.com/10.1007/s11102-020-01092-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","ARTICLE","Immu2018439",NA,NA,"NA",NA,NA,NA,NA,"NA",NA,NA,"HIV Medicine",NA,"1","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,734 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"42-48",NA,NA,NA,"Immunological and virological response to antiretroviral treatment in migrant and native men and women in Western Europe; is benefit equal for all?",NA,"19","2018","10.1111/hiv.12536","14642662","1","https://onlinelibrary.wiley.com/doi/10.1111/hiv.12536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","ARTICLE","Inte2018440",NA,NA,"M. de Nadal, S. Pérez-Hoyos, J.C. Montejo-González, R. Pearse, C. Aldecoa",NA,NA,NA,NA,"NA",NA,NA,"Medicina Intensiva",NA,"11","SGR2022: YES , PID: NO , HQ: 3 , IF: 1,982 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"463-472",NA,NA,NA,"Intensive care admission and hospital mortality in the elderly after non-cardiac surgery",NA,"42","2018","10.1016/j.medin.2018.01.009","02105691","8","https://linkinghub.elsevier.com/retrieve/pii/S0210569118300202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","ARTICLE","Long2017441",NA,NA,"A. Ruiz, M. Cruz� Lemini, N. Masoller, M. Sanz� Cortés, Q. Ferrer, I. Ribera, J. M. Martínez, F. Crispi, S. Arévalo, O. Gómez, S. Pérez� Hoyos, E. Carreras, E. Gratacós, E. Llurba",NA,NA,NA,NA,"NA",NA,NA,"Ultrasound in Obstetrics & Gynecology",NA,"3","SGR2022: YES , PID: NO , HQ: 1 , IF: 5,654 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"379-386",NA,NA,NA,"Longitudinal changes in fetal biometry and cerebroplacental hemodynamics in fetuses with congenital heart disease",NA,"49","2017","10.1002/uog.15970","0960-7692","3","https://onlinelibrary.wiley.com/doi/10.1002/uog.15970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","ARTICLE","Lowc2019442",NA,NA,"Sophie Willemse, Colette Smit, Philippe Sogni, Mario Sarcletti, Caterina Uberti� Foppa, Linda Wittkop, Dorthe Raben, Antonella D'Arminio Monforte, Francois Dabis, Marc Van Der Valk, Ali Judd, Robert Zangerle, Giota Touloumi, Josiane Warszawski, Laurence Meyer, François Dabis, Murielle Mary Krause, Jade Ghosn, Catherine Leport, Linda Wittkop, Peter Reiss, Ferdinand Wit, Maria Prins, Heiner Bucher, Diana Gibb, Gerd Fätkenheuer, Niels Obel, Claire Thorne, Amanda Mocroft, Ole Kirk, Christoph Stephan, Santiago Pérez� Hoyos, Osamah Hamouda, German ClinSurv, Barbara Bartmeyer, German ClinSurv, Nikoloz Chkhartishvili, Antoni Noguera� Julian, Andrea Antinori, Norbert Brockmeyer, Luis Prieto, Pablo Rojo Conejo, Antoni Soriano� Arandes, Manuel Battegay, Roger Kouyos, Cristina Mussini, Pat Tookey, Jordi Casabona, Jose M. Miró, Antonella Castagna, Deborah Konopnick, Tessa Goetghebuer, Anders Sönnerborg, Carlo Torti, Caroline Sabin, Ramon Teira, Myriam Garrido, David Haerry, Stéphane de Wit, Jose Mª Miró, Dominique Costagliola, Antonella Castagna, San Raffaele, Julia del Amo, Amanda Mocroft, Dorthe Raben, Geneviève Chêne, Ali Judd, Pablo Rojo Conejo, Diana Barger, Christine Schwimmer, Monique Termote, Linda Wittkop, Maria Campbell, Casper M. Frederiksen, Nina Friis� Møller, Jesper Kjaer, Dorthe Raben, Juan Berenguer, Julia Bohlius, Vincent Bouteloup, Heiner Bucher, Alessandro Cozzi� Lepri, François Dabis, Mary� Anne Davies, Julia del Amo, Maria Dorrucci, David Dunn, Matthias Egger, Hansjakob Furrer, Marguerite Guiguet, Sophie Grabar, Ali Judd, Ole Kirk, Olivier Lambotte, Valériane Leroy, Sara Lodi, Sophie Matheron, Laurence Meyer, Jose Mª Miró, Amanda Mocroft, Susana Monge, Fumiyo Nakagawa, Roger Paredes, Andrew Phillips, Massimo Puoti, Eliane Rohner, Michael Schomaker, Colette Smit, Jonathan Sterne, Rodolphe Thiebaut, Claire Thorne, Carlo Torti, Linda Wittkop",NA,NA,NA,NA,"NA",NA,NA,"Journal of Viral Hepatitis",NA,"10","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,561 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1224-1228",NA,NA,NA,"Low compliance with hepatocellular carcinoma screening guidelines in hepatitis B/C virus co� infected HIV patients with cirrhosis",NA,"26","2019","10.1111/jvh.13146","1352-0504","10","https://onlinelibrary.wiley.com/doi/10.1111/jvh.13146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","ARTICLE","Matr2017443",NA,NA,"Nicolas Fissolo, Béatrice Pignolet, Clara Matute-Blanch, Juan Carlos Triviño, Berta Miró, Miriam Mota, Santiago Perez-Hoyos, Alex Sanchez, Patrick Vermersch, Aurélie Ruet, Jérôme de Sèze, Pierre Labauge, Sandra Vukusic, Caroline Papeix, Laurent Almoyna, Ayman Tourbah, Pierre Clavelou, Thibault Moreau, Jean Pelletier, Christine Lebrun-Frenay, Xavier Montalban, David Brassat, Manuel Comabella",NA,NA,NA,NA,"NA",NA,NA,"Annals of Neurology",NA,"8","SGR2022: YES , PID: NO , HQ: 1 , IF: 10,25 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"186-195",NA,NA,NA,"Matrix metalloproteinase 9 is decreased in natalizumab-treated multiple sclerosis patients at risk for progressive multifocal leukoencephalopathy",NA,"82","2017","10.1002/ana.24987","03645134","2","https://onlinelibrary.wiley.com/doi/10.1002/ana.24987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","ARTICLE","Mena2019444",NA,NA,"María I. Zuluaga, Susana Otero-Romero, Alex Rovira, Santiago Perez-Hoyos, Georgina Arrambide, Laura Negrotto, Ingrid Galán, Jordi Río, Manuel Comabella, Carlos Nos, María Jesús Arévalo, Angela Vidal-Jordana, Joaquin Castilló, Breogán Rodríguez, Luciana Midaglia, Patricia Mulero, Raquel Mitjana, Cristina Auger, Jaume Sastre-Garriga, Xavier Montalban, Mar Tintoré",NA,NA,NA,NA,"NA",NA,NA,"Neurology",NA,"3","SGR2022: YES , PID: NO , HQ: 1 , IF: 8,77 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"e1507-e1516",NA,NA,NA,"Menarche, pregnancies, and breastfeeding do not modify long-term prognosis in multiple sclerosis",NA,"92","2019","10.1212/WNL.0000000000007178","0028-3878","13","https://www.neurology.org/lookup/doi/10.1212/WNL.0000000000007178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","ARTICLE","Meno2022445",NA,NA,"Susana Otero� Romero, Luciana Midaglia, Pere Carbonell� Mirabent, María Zuluaga, Ingrid Galán, Jordi Río, Georgina Arrambide, Marta Rodríguez� Barranco, Angela Vidal� Jordana, Joaquin Castillo, Breogán Rodríguez� Acevedo, Ana Zabalza, Carlos Nos, Manuel Comabella� Lopez, Patricia Mulero, Cristina Auger, Jaume Sastre� Garriga, Santiago Pérez� Hoyos, Alex Rovira, Xavier Montalban, Mar Tintoré",NA,NA,NA,NA,"NA",NA,NA,"European Journal of Neurology",NA,"4","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1075-1081",NA,NA,NA,"Menopause does not modify disability trajectories in a longitudinal cohort of women with clinically isolated syndrome and multiple sclerosis followed from disease onset",NA,"29","2022","10.1111/ene.14782","1351-5101","4","https://onlinelibrary.wiley.com/doi/10.1111/ene.14782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","ARTICLE","Meta2019446",NA,NA,"Jaume Capdevila, Jorge Hernando, Santiago Perez-Hoyos, Alejandro Roman-Gonzalez, Enrique Grande",NA,NA,NA,NA,"NA",NA,NA,"The Oncologist",NA,"12","SGR2022: YES , PID: NO , HQ: 2 , IF: 5,025 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"e1315-e1320",NA,NA,NA,"Meta-Analysis of Randomized Clinical Trials Comparing Active Treatment with Placebo in Metastatic Neuroendocrine Tumors",NA,"24","2019","10.1634/theoncologist.2018-0675","1083-7159","12","https://academic.oup.com/oncolo/article/24/12/e1315/6439511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","ARTICLE","Nasa2023447",NA,NA,"Angela Gregoraci Fernández, Juan José Comuñas Gómez, Olalla Rodriguez-Losada, Vanessa Flores España, Anna Gros Turpin, Santiago Pérez Hoyos, Félix Castillo Salinas",NA,NA,NA,NA,"NA",NA,NA,"American Journal of Perinatology",NA,"7","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"937-944",NA,NA,NA,"Nasal High-Flow for Weaning Preterm Newborns with Risk of Chronic Lung Disease from nCPAP",NA,"40","2023","10.1055/s-0041-1732422","0735-1631","09","http://www.thieme-connect.de/DOI/DOI?10.1055/s-0041-1732422","<p>Objective The aim of the study is to compare the duration of oxygen therapy by using two methods of weaning from nasal continuous positive airway pressure (nCPAP) in very preterm babies.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","ARTICLE","Onco2020448",NA,NA,"N. R. Gómez-Hidalgo, P. T. Ramirez, B. Ngo, S. Pérez-Hoyos, N. Coreas, J. L. Sanchez-Iglesias, S. Cabrera, S. Franco, A. P. Benavente, A. Gil-Moreno",NA,NA,NA,NA,"NA",NA,NA,"Clinical and Translational Oncology",NA,"8","SGR2022: YES , PID: NO , NA , NA , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1272-1279",NA,NA,NA,"Oncologic impact of micrometastases or isolated tumor cells in sentinel lymph nodes of patients with endometrial cancer: a meta-analysis",NA,"22","2020","10.1007/s12094-019-02249-x","1699-048X","8","http://link.springer.com/10.1007/s12094-019-02249-x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","ARTICLE","Pred2018449",NA,NA,"OT Stirrup, AJ Copas, AN Phillips, MJ Gill, RB Geskus, G Touloumi, J Young, HC Bucher, AG Babiker",NA,NA,NA,NA,"NA",NA,NA,"HIV Medicine",NA,"3","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,734 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"184-194",NA,NA,NA,"Predictors of CD4 cell recovery following initiation of antiretroviral therapy among HIV-1 positive patients with well-estimated dates of seroconversion",NA,"19","2018","10.1111/hiv.12567","14642662","3","https://onlinelibrary.wiley.com/doi/10.1111/hiv.12567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","ARTICLE","Pulm2021450",NA,NA,"Juan C. Grignola, Enric Domingo, Manuel López-Meseguer, Pedro Trujillo, Carlos Bravo, Santiago Pérez-Hoyos, Antonio Roman",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Physiology",NA,"5","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Pulmonary Arterial Remodeling Is Related to the Risk Stratification and Right Ventricular-Pulmonary Arterial Coupling in Patients With Pulmonary Arterial Hypertension",NA,"12","2021","10.3389/fphys.2021.631326","1664-042X",NA,"https://www.frontiersin.org/articles/10.3389/fphys.2021.631326/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","ARTICLE","Pulm2021451",NA,NA,"Enric Domingo, Santiago Pérez Hoyos, Juan Carlos Grignola",NA,NA,NA,NA,"NA",NA,NA,"Revista Española de Cardiología (English Edition)",NA,"5","SGR2022: YES , PID: NO , HQ: 2 , IF: 4,753 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"368-370",NA,NA,NA,"Pulmonary hypertension due to chronic pulmonary thromboembolism. An evolving disease",NA,"74","2021","10.1016/j.rec.2020.11.015","18855857","5","https://linkinghub.elsevier.com/retrieve/pii/S1885585721000190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","ARTICLE","Refe2017452",NA,NA,"V Bouteloup, C Sabin, A Mocroft, L Gras, N Pantazis, V Le Moing, A d'Arminio Monforte, M Mary-Krause, B Roca, JM Miro, M Battegay, N Brockmeyer, J Berenguer, P Morlat, N Obel, S De Wit, G Fätkenheuer, R Zangerle, J Ghosn, S Pérez-Hoyos, M Campbell, M Prins, G Chêne, L Meyer, M Dorrucci, C Torti, R Thiébaut",NA,NA,NA,NA,"NA",NA,NA,"HIV Medicine",NA,"1","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,932 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"33-44",NA,NA,NA,"Reference curves for CD4 T-cell count response to combination antiretroviral therapy in HIV-1-infected treatment-naïve patients",NA,"18","2017","10.1111/hiv.12389","14642662","1","https://onlinelibrary.wiley.com/doi/10.1111/hiv.12389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","ARTICLE","Surg2022453",NA,NA,"Enric MIRET ALOMAR, Francesc MORESO, Nestor TOAPANTA, David LORENTE, Marina TRIQUELL, Teresa PONT, Santiago PÉREZ-HOYOS, Daniel SERÓN, Juan MOROTE, Enrique TRILLA",NA,NA,NA,NA,"NA",NA,NA,"Minerva Urology and Nephrology",NA,"9","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,72 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Surgeon preimplantation macroscopic graft appraisal improves risk stratification of deceased kidney donors: a prospective study",NA,"74","2022","10.23736/S2724-6051.21.04345-7","27246051","5","https://www.minervamedica.it/index2.php?show=R19Y2022N05A0615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
